Tên Mão	Loại hình chính	Loại hình phụ	Phân loại chi tiết	Nặng	Giá	Ngũ hành	Độ bền	(Ngoại, nội) phòng	Thuộc tính hỗ trợ 1	Trị số Thuộc tính hỗ trợ 1	Thuộc tính hỗ trợ 2	Trị số Thuộc tính hỗ trợ 2	Số trang bị	Đắng cấp yêu cầu	Giới tính yêu cầu	Thể hình yêu cầu	Môn phái yêu cầu	Hiện hình nhỏ trên giao diện	Hiện hình lớn trên giao diện	Thuyết minh	ì°±áễÚẫớẫẽàÄấ±ºũÊơấạểÃàÄẽễấắÀàéÍÃỷìệ	Khi vứt ra ngoài sẽ hiển thị tên	File gốc	Cấp	Có/không thể giao dịch(0 được,1 không được,2 chỉ có thể bán ở tiệm,3 chỉ có thể bán)	Có/không thể vứt (0 được; 1 không được)	Lưu phái	Có/Không thể sửa (0Có/1Không)	Dự Lưu	Tiêu chí phát triển	Biên hiệu phát triển	Biên hiệu mở khóa	Biên hiệu kinh nghiệm
Chiến Cuồng Càn Khôn Quán	0	103	30172	30	40000	0	200	17;25					31195	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Cấp thủ đại địa chi tinh, thụ dĩ càn khôn chi lực.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	15	0					
Chiến Cuồng Thiên Tinh  Khôi	0	103	30173	30	40000	0	200	23;23					31196	590	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Lợi dụng tòng thiên nhi hàng đích, thần thạch tái tạo kị giáp kiên.	±ờìẳÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	17	0					
Chiến Cuồng Thiên Tinh  Khôi	0	103	30174	30	40000	0	200	23;23					31197	590	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Lợi dụng tòng thiên nhi hàng đích, thần thạch tái tạo kị giáp kiên.	¿ýẻàÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	17	0					
Chiến Cuồng Thiên Tinh  Khôi	0	103	30175	30	40000	0	200	23;23					31198	590	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Lợi dụng tòng thiên nhi hàng đích, thần thạch tái tạo kị giáp kiên.	éễáéÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	17	0					
Chiến Cuồng Thiên Tinh  Khôi	0	103	30176	30	40000	0	200	23;23					31199	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Lợi dụng tòng thiên nhi hàng đích, thần thạch tái tạo kị giáp kiên.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	17	0					
Chiến Cuồng Xuyên Vân Khôi	0	103	30177	30	40000	0	200	17;25					31200	590	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Trang bị Hậu Nghệ sử dụng thái dương khải giáp để luyện thành.	±ờìẳÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	18	0					
Chiến Cuồng Xuyên Vân Khôi	0	103	30178	30	40000	0	200	17;25					31201	590	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Trang bị Hậu Nghệ sử dụng thái dương khải giáp để luyện thành.	¿ýẻàÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	18	0					
Chiến Cuồng Xuyên Vân Khôi	0	103	30179	30	40000	0	200	17;25					31202	590	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Trang bị Hậu Nghệ sử dụng thái dương khải giáp để luyện thành.	éễáéÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	18	0					
Chiến Cuồng Xuyên Vân Khôi	0	103	30180	30	40000	0	200	17;25					31203	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Trang bị Hậu Nghệ sử dụng thái dương khải giáp để luyện thành.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	18	0					
Chiến Cuồng Minh Tôn Cân	0	103	30181	30	40000	0	200	23;23					31204	590	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Vũ khí Khu Hồn Sư sử dụng, phàm nhân khó mà đạt được.	±ờìẳÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	20	0					
Chiến Cuồng Minh Tôn Cân	0	103	30182	30	40000	0	200	23;23					31205	590	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Vũ khí Khu Hồn Sư sử dụng, phàm nhân khó mà đạt được.	¿ýẻàÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	20	0					
Chiến Cuồng Minh Tôn Cân	0	103	30183	30	40000	0	200	23;23					31206	590	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Vũ khí Khu Hồn Sư sử dụng, phàm nhân khó mà đạt được.	éễáéÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	20	0					
Chiến Cuồng Minh Tôn Cân	0	103	30184	30	40000	0	200	23;23					31207	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Vũ khí Khu Hồn Sư sử dụng, phàm nhân khó mà đạt được.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	20	0					
Chiến Cuồng Cổ Tâm Cân	0	103	30185	30	40000	0	200	17;25					31208	590	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Trang bị mà dị vực dưỡng cổ nhân sử dụng.	±ờìẳÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	21	0					
Chiến Cuồng Cổ Tâm Cân	0	103	30186	30	40000	0	200	17;25					31209	590	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Trang bị mà dị vực dưỡng cổ nhân sử dụng.	¿ýẻàÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	21	0					
Chiến Cuồng Cổ Tâm Cân	0	103	30187	30	40000	0	200	17;25					31210	590	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Trang bị mà dị vực dưỡng cổ nhân sử dụng.	éễáéÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	21	0					
Chiến Cuồng Cổ Tâm Cân	0	103	30188	30	40000	0	200	17;25					31211	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Trang bị mà dị vực dưỡng cổ nhân sử dụng.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	21	0					
Chiến Cuồng Phong Lôi Quán	0	103	30189	30	40000	0	200	17;25					31212	590	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Hô bài sơn đảo hải chi phong, hoán lôi đình vạn quân chi lực.	±ờìẳÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	23	0					
Chiến Cuồng Phong Lôi Quán	0	103	30190	30	40000	0	200	17;25					31213	590	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Hô bài sơn đảo hải chi phong, hoán lôi đình vạn quân chi lực.	¿ýẻàÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	23	0					
Chiến Cuồng Đại Địa Cân	0	103	30191	30	40000	0	200	25;17					31214	590	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Trang bị Hỏa Thần Chúc Dung từng sử dụng.	±ờìẳÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	25	0					
Chiến Cuồng Đại Địa Cân	0	103	30192	30	40000	0	200	25;17					31215	590	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Trang bị Hỏa Thần Chúc Dung từng sử dụng.	¿ýẻàÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	25	0					
Chiến Cuồng Đại Địa Cân	0	103	30193	30	40000	0	200	25;17					31216	590	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Trang bị Hỏa Thần Chúc Dung từng sử dụng.	éễáéÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	25	0					
Chiến Cuồng Đại Địa Cân	0	103	30194	30	40000	0	200	25;17					31217	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Trang bị Hỏa Thần Chúc Dung từng sử dụng.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	25	0					
Chiến Cuồng Túy Mộng Quán	0	103	30195	30	40000	0	200	23;23					31218	590	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Sử dụng khoáng thạch ở trên Quang Minh Đỉnh để luyện thành.	±ờìẳÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	26	0					
Chiến Cuồng Túy Mộng Quán	0	103	30196	30	40000	0	200	23;23					31219	590	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Sử dụng khoáng thạch ở trên Quang Minh Đỉnh để luyện thành.	¿ýẻàÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	26	0					
Chiến Cuồng Túy Mộng Quán	0	103	30197	30	40000	0	200	23;23					31220	590	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Sử dụng khoáng thạch ở trên Quang Minh Đỉnh để luyện thành.	éễáéÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	26	0					
Chiến Cuồng Túy Mộng Quán	0	103	30198	30	40000	0	200	23;23					31221	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Sử dụng khoáng thạch ở trên Quang Minh Đỉnh để luyện thành.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	26	0					
Chiến Cuồng Ma Vực  Quán	0	103	30199	30	40000	0	200	23;23					31222	590	1	1		\image\item\cap\m1_hd_006a1.spr	\image\item\cap\m1_hd_006a0.spr	Trang bị ma giới chí tôn sử dụng, có thể gọi quỷ hồn.	±ờìẳÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	27	0					
Chiến Cuồng Ma Vực  Quán	0	103	30200	30	40000	0	200	23;23					31223	590	1	2		\image\item\cap\m2_hd_006a1.spr	\image\item\cap\m2_hd_006a0.spr	Trang bị ma giới chí tôn sử dụng, có thể gọi quỷ hồn.	¿ýẻàÄé³ẵẫòễÚậờạÚ	Đã khóa		9	2	1	27	0					
Chiến Cuồng Ma Vực  Quán	0	103	30201	30	40000	0	200	23;23					31224	590	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Trang bị ma giới chí tôn sử dụng, có thể gọi quỷ hồn.	éễáéÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	27	0					
Chiến Cuồng Ma Vực  Quán	0	103	30202	30	40000	0	200	23;23					31225	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Trang bị ma giới chí tôn sử dụng, có thể gọi quỷ hồn.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	27	0					
Chiến Cuồng Thánh Nữ  Trâm	0	103	30203	30	40000	0	200	23;23					31226	590	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Tương truyền tiên nữ thiên đình từng sử dụng.	éễáéÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	29	0					
Chiến Cuồng Thánh Nữ  Trâm	0	103	30204	30	40000	0	200	23;23					31227	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Tương truyền tiên nữ thiên đình từng sử dụng.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	29	0					
Chiến Cuồng Thánh Linh Trâm	0	103	30205	30	40000	0	200	23;23					31228	590	2	3		\image\item\cap\f2_hd_006a1.spr	\image\item\cap\f2_hd_006a0.spr	Phụ hữu điêu thần đích chúc phúc, sứ dụng giả khắc dữ điêu tâm.	éễáéÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	30	0					
Chiến Cuồng Thánh Linh Trâm	0	103	30206	30	40000	0	200	23;23					31229	590	2	4		\image\item\cap\f1_hd_006a1.spr	\image\item\cap\f1_hd_006a0.spr	Phụ hữu điêu thần đích chúc phúc, sứ dụng giả khắc dữ điêu tâm.	ẵ¿éĂÅđ³ẵẫòễÚậờụÂ	Đã khóa		9	2	1	30	0					
Thiên Hạ Vô Song Khôi	0	103	30207	30	200000	0	200	40;40					31230	590	1	1		\image\item\cap\Äéằặẵð¿ứa1.spr	\image\item\cap\Äéằặẵð¿ứa0.spr	Uyển nhược đích tinh quang, thôi nhi đoạt mục kiếm	±ờìẳÄéệậễặÍã	Đã khóa		10;10	4	1		0		3	12	16	9
Thiên Hạ Vô Song Khôi	0	103	30208	30	200000	0	200	40;40					31231	590	1	2		\image\item\cap\Äéằặẵð¿ứa1.spr	\image\item\cap\Äéằặẵð¿ứa0.spr	Uyển nhược đích tinh quang, thôi nhi đoạt mục kiếm	¿ýẻàÄéệậễặÍã	Đã khóa		10;10	4	1		0		3	12	16	9
Thiên Hạ Vô Song Khôi	0	103	30209	30	200000	0	200	40;40					31232	590	2	3		\image\item\cap\Åđằặẵð¿ứa1.spr	\image\item\cap\Åđằặẵð¿ứa0.spr	Uyển nhược đích tinh quang, thôi nhi đoạt mục kiếm	éễáéÅđệậễặÍã	Đã khóa		10;10	4	1		0		3	12	16	9
Thiên Hạ Vô Song Khôi	0	103	30210	30	200000	0	200	40;40					31233	590	2	4		\image\item\cap\Åđằặẵð¿ứa1.spr	\image\item\cap\Åđằặẵð¿ứa0.spr	Uyển nhược đích tinh quang, thôi nhi đoạt mục kiếm	ẵ¿éĂÅđệậễặÍã	Đã khóa		10;10	4	1		0		3	12	16	9
Tống Lôi Hổ Dũng Sĩ Khôi	0	103	30211	30	100000	0	100	30;30					31237	590	1	1	Tân thủ không thể dùng	\image\item\cap\Ãàạồì°ÄéÃ±a1.spr	\image\item\cap\Ãàạồì°ÄéÃ±a0.spr	Chiến khôi dũng sĩ do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân công đạt đến 120000)	±ờìẳÄéÃàạồÍã	Đã khóa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Tống Lôi Hổ Dũng Sĩ Khôi	0	103	30212	30	100000	0	100	30;30					31238	590	1	2	Tân thủ không thể dùng	\image\item\cap\Ãàạồì°ÄéÃ±a1.spr	\image\item\cap\Ãàạồì°ÄéÃ±a0.spr	Chiến khôi dũng sĩ do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân công đạt đến 120000)	¿ýẻàÄéÃàạồÍã	Đã khóa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Tống Lôi Hổ Dũng Sĩ Khôi	0	103	30213	30	100000	0	100	30;30					31239	590	2	3	Tân thủ không thể dùng	\image\item\cap\Ãàạồì°ÅđÃ±a1.spr	\image\item\cap\Ãàạồì°ÅđÃ±a0.spr	Chiến khôi dũng sĩ do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân công đạt đến 120000)	éễáéÅđÃàạồÍã	Đã khóa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Tống Lôi Hổ Dũng Sĩ Khôi	0	103	30214	30	100000	0	100	30;30					31240	590	2	4	Tân thủ không thể dùng	\image\item\cap\Ãàạồì°ÅđÃ±a1.spr	\image\item\cap\Ãàạồì°ÅđÃ±a0.spr	Chiến khôi dũng sĩ do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân công đạt đến 120000)	ẵ¿éĂÅđÃàạồÍã	Đã khóa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Tống Lôi Hổ Tướng Khôi	0	103	30215	30	200000	0	120	35;35					31241	590	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_021ba1.spr	\image\item\cap\m1_hd_021ba0.spr	Chiến khôi tướng quân do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm tướng quân hoặc quân công đạt đến 800 000)	±ờìẳÄéÀìằÂẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tống Lôi Hổ Tướng Khôi	0	103	30216	30	200000	0	120	35;35					31242	590	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_021ba1.spr	\image\item\cap\m2_hd_021ba0.spr	Chiến khôi tướng quân do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm tướng quân hoặc quân công đạt đến 800 000)	¿ýẻàÄéÀìằÂẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tống Lôi Hổ Tướng Khôi	0	103	30217	30	200000	0	120	35;35					31243	590	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_021ba1.spr	\image\item\cap\f2_hd_021ba0.spr	Chiến khôi tướng quân do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm tướng quân hoặc quân công đạt đến 800 000)	éễáéÅđÀìằÂẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tống Lôi Hổ Tướng Khôi	0	103	30218	30	200000	0	120	35;35					31244	590	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_021ba1.spr	\image\item\cap\f1_hd_021ba0.spr	Chiến khôi tướng quân do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm tướng quân hoặc quân công đạt đến 800 000)	ẵ¿éĂÅđÀìằÂẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tống Lôi Hổ Soái Khôi	0	103	30219	30	500000	0	150	40;40					31245	590	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_021a1.spr	\image\item\cap\m1_hd_021a0.spr	Chiến khôi nguyên soái do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm nguyên soái hoặc quân công đạt đến 1 200 000)	±ờìẳÄéÀìằÂễêậĐÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1		0					
Tống Lôi Hổ Soái Khôi	0	103	30220	30	500000	0	150	40;40					31246	590	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_021a1.spr	\image\item\cap\m2_hd_021a0.spr	Chiến khôi nguyên soái do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm nguyên soái hoặc quân công đạt đến 1 200 000)	¿ýẻàÄéÀìằÂễêậĐÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1		0					
Tống Lôi Hổ Soái Khôi	0	103	30221	30	500000	0	150	40;40					31247	590	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_021a1.spr	\image\item\cap\f2_hd_021a0.spr	Chiến khôi nguyên soái do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm nguyên soái hoặc quân công đạt đến 1 200 000)	éễáéÅđÀìằÂễêậĐÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1		0					
Tống Lôi Hổ Soái Khôi	0	103	30222	30	500000	0	150	40;40					31248	590	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_021a1.spr	\image\item\cap\f1_hd_021a0.spr	Chiến khôi nguyên soái do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm nguyên soái hoặc quân công đạt đến 1 200 000)	ẵ¿éĂÅđÀìằÂễêậĐÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1		0					
Liêu Lôi Hổ Dũng Sĩ Khôi	0	103	30223	30	100000	0	100	30;30					31249	590	1	1	Tân thủ không thể dùng	\image\item\cap\Ãàạồì°ÄéÃ±a1.spr	\image\item\cap\Ãàạồì°ÄéÃ±a0.spr	Chiến khôi dũng sĩ do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân công đạt đến 120000)	±ờìẳÄéÃàạồÍã	Đã khóa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Liêu Lôi Hổ Dũng Sĩ Khôi	0	103	30224	30	100000	0	100	30;30					31250	590	1	2	Tân thủ không thể dùng	\image\item\cap\Ãàạồì°ÄéÃ±a1.spr	\image\item\cap\Ãàạồì°ÄéÃ±a0.spr	Chiến khôi dũng sĩ do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân công đạt đến 120000)	¿ýẻàÄéÃàạồÍã	Đã khóa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Liêu Lôi Hổ Dũng Sĩ Khôi	0	103	30225	30	100000	0	100	30;30					31251	590	2	3	Tân thủ không thể dùng	\image\item\cap\Ãàạồì°ÅđÃ±a1.spr	\image\item\cap\Ãàạồì°ÅđÃ±a0.spr	Chiến khôi dũng sĩ do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân công đạt đến 120000)	éễáéÅđÃàạồÍã	Đã khóa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Liêu Lôi Hổ Dũng Sĩ Khôi	0	103	30226	30	100000	0	100	30;30					31252	590	2	4	Tân thủ không thể dùng	\image\item\cap\Ãàạồì°ÅđÃ±a1.spr	\image\item\cap\Ãàạồì°ÅđÃ±a0.spr	Chiến khôi dũng sĩ do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân công đạt đến 120000)	ẵ¿éĂÅđÃàạồÍã	Đã khóa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Liêu Lôi Hổ Tướng Khôi	0	103	30227	30	200000	0	120	35;35					31253	590	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_021ba1.spr	\image\item\cap\m1_hd_021ba0.spr	Chiến khôi tướng quân do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm tướng quân hoặc quân công đạt đến 800 000)	±ờìẳÄéÀìằÂẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Liêu Lôi Hổ Tướng Khôi	0	103	30228	30	200000	0	120	35;35					31254	590	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_021ba1.spr	\image\item\cap\m2_hd_021ba0.spr	Chiến khôi tướng quân do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm tướng quân hoặc quân công đạt đến 800 000)	¿ýẻàÄéÀìằÂẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Liêu Lôi Hổ Tướng Khôi	0	103	30229	30	200000	0	120	35;35					31255	590	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_021ba1.spr	\image\item\cap\f2_hd_021ba0.spr	Chiến khôi tướng quân do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm tướng quân hoặc quân công đạt đến 800 000)	éễáéÅđÀìằÂẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Liêu Lôi Hổ Tướng Khôi	0	103	30230	30	200000	0	120	35;35					31256	590	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_021ba1.spr	\image\item\cap\f1_hd_021ba0.spr	Chiến khôi tướng quân do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm tướng quân hoặc quân công đạt đến 800 000)	ẵ¿éĂÅđÀìằÂẵôắỹÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Liêu Lôi Hổ Soái Khôi	0	103	30231	30	500000	0	150	40;40					31257	590	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_021a1.spr	\image\item\cap\m1_hd_021a0.spr	Chiến khôi nguyên soái do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm nguyên soái hoặc quân công đạt đến 1 200 000)	±ờìẳÄéÀìằÂễêậĐÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1		0					
Liêu Lôi Hổ Soái Khôi	0	103	30232	30	500000	0	150	40;40					31258	590	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_021a1.spr	\image\item\cap\m2_hd_021a0.spr	Chiến khôi nguyên soái do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm nguyên soái hoặc quân công đạt đến 1 200 000)	¿ýẻàÄéÀìằÂễêậĐÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1		0					
Liêu Lôi Hổ Soái Khôi	0	103	30233	30	500000	0	150	40;40					31259	590	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_021a1.spr	\image\item\cap\f2_hd_021a0.spr	Chiến khôi nguyên soái do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm nguyên soái hoặc quân công đạt đến 1 200 000)	éễáéÅđÀìằÂễêậĐÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1		0					
Liêu Lôi Hổ Soái Khôi	0	103	30234	30	500000	0	150	40;40					31260	590	2	4	Tân thủ không thể dùng	\image\item\cap\f1_hd_021a1.spr	\image\item\cap\f1_hd_021a0.spr	Chiến khôi nguyên soái do Tứ linh chi thần Lôi Hổ cống cho. <enter><color=Gold>( trang bị cần quân hàm nguyên soái hoặc quân công đạt đến 1 200 000)	ẵ¿éĂÅđÀìằÂễêậĐÍã	Đã khóa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1		0					
Linh Đồ Mão	0	103	30235	30	100000	0	100	20;20					31261	790	1	1	Tân thủ không thể dùng	\image\item\cap\m1_hd_025a1.spr	\image\item\cap\m1_hd_025a0.spr	Võ lâm môn đồ, tu luyện thần công. Uy trấn giang hồ, tứ linh hộ động.	±ờìẳÄéÁộÍẵÍã	Đã khóa		10;10	4	1		0		4	24	26	12
Linh Đồ Mão	0	103	30236	30	100000	0	100	20;20					31262	790	1	2	Tân thủ không thể dùng	\image\item\cap\m2_hd_025a1.spr	\image\item\cap\m2_hd_025a0.spr	Võ lâm môn đồ, tu luyện thần công. Uy trấn giang hồ, tứ linh hộ động.	¿ýẻàÄéÁộÍẵÍã	Đã khóa		10;10	4	1		0		4	24	26	12
Linh Đồ Mão	0	103	30237	30	100000	0	100	20;20					31263	790	2	3	Tân thủ không thể dùng	\image\item\cap\f2_hd_025a1.spr	\image\item\cap\f2_hd_025a0.spr	Võ lâm môn đồ, tu luyện thần công. Uy trấn giang hồ, tứ linh hộ động.	éễáéÅđÁộÍẵÍã	Đã khóa		10;10	4	1		0		4	24	26	12
